"01.12.2014","495,00","495,00","495,00","495,00","0,00","126","62.370","62.370"
"25.11.2014","495,00","495,00","495,00","495,00","0,00","90","44.550","44.550"
"19.11.2014","495,00","495,00","495,00","495,00","0,00","1.269","628.155","628.155"
"16.9.2014","495,00","495,00","495,00","495,00","0,00","65","32.175","32.175"
"15.9.2014","495,00","495,00","495,00","495,00","0,00","426","210.870","210.870"
"02.9.2014","495,00","495,00","495,00","495,00","0,00","120","59.400","59.400"
"01.9.2014","495,00","495,00","495,00","495,00","0,00","350","173.250","173.250"
"26.8.2014","495,00","495,00","495,00","495,00","0,00","394","195.030","195.030"
"20.8.2014","495,00","495,00","495,00","495,00","0,00","276","136.620","136.620"
"29.7.2014","495,00","495,00","495,00","495,00","0,00","381","188.595","188.595"
"18.7.2014","495,00","495,00","495,00","495,00","0,00","122","60.390","60.390"
"16.7.2014","495,00","495,00","495,00","495,00","0,00","160","79.200","79.200"
"09.7.2014","495,00","495,00","495,00","495,00","0,00","876","433.620","433.620"
"26.6.2014","495,00","495,00","495,00","495,00","0,00","280","138.600","138.600"
"10.6.2014","495,00","495,00","495,00","495,00","0,00","312","154.440","154.440"
"07.5.2014","495,00","495,00","495,00","495,00","0,00","5","2.475","2.475"
"03.4.2014","495,00","495,00","495,00","495,00","0,00","488","241.560","241.560"
"18.2.2014","495,00","495,00","495,00","495,00","0,00","128","63.360","63.360"
"06.2.2014","495,00","495,00","495,00","495,00","0,00","200","99.000","99.000"
"24.1.2014","495,00","495,00","495,00","495,00","0,00","110","54.450","54.450"
"15.1.2014","495,00","495,00","495,00","495,00","0,00","179","88.605","88.605"
"19.11.2015","495,00","495,00","495,00","495,00","0,00","144","71.280","71.280"
"17.11.2015","495,00","495,00","495,00","495,00","0,00","148","73.260","73.260"
"05.10.2015","495,00","495,00","495,00","495,00","0,00","71","35.145","35.145"
"29.9.2015","495,00","495,00","495,00","495,00","0,00","224","110.880","110.880"
"24.9.2015","495,00","495,00","495,00","495,00","0,00","178","88.110","88.110"
"11.9.2015","495,00","495,00","495,00","495,00","0,00","140","69.300","69.300"
"14.8.2015","495,00","495,00","495,00","495,00","0,00","142","70.290","70.290"
"30.7.2015","495,00","495,00","495,00","495,00","0,00","12","5.940","5.940"
"07.7.2015","495,00","495,00","495,00","495,00","0,00","170","84.150","84.150"
"02.6.2015","495,00","495,00","495,00","495,00","0,00","98","48.510","48.510"
"22.5.2015","495,00","495,00","495,00","495,00","0,00","100","49.500","49.500"
"13.5.2015","495,00","495,00","495,00","495,00","0,00","172","85.140","85.140"
"05.5.2015","495,00","495,00","495,00","495,00","0,00","80","39.600","39.600"
"28.4.2015","495,00","495,00","495,00","495,00","0,00","26","12.870","12.870"
"21.4.2015","495,00","495,00","495,00","495,00","0,00","80","39.600","39.600"
"31.3.2015","495,00","495,00","495,00","495,00","0,00","160","79.200","79.200"
"26.3.2015","495,00","495,00","495,00","495,00","0,00","40","19.800","19.800"
"16.3.2015","495,00","495,00","495,00","495,00","0,00","118","58.410","58.410"
"09.3.2015","495,00","495,00","495,00","495,00","0,00","176","87.120","87.120"
"05.3.2015","495,00","495,00","495,00","495,00","0,00","120","59.400","59.400"
"03.3.2015","495,00","495,00","495,00","495,00","0,00","90","44.550","44.550"
"18.2.2015","495,00","495,00","495,00","495,00","0,00","342","169.290","169.290"
"16.2.2015","495,00","495,00","495,00","495,00","0,00","184","91.080","91.080"
"21.4.2016","495,00","495,00","495,00","495,00","0,00","146","72.270","72.270"
"18.4.2016","495,00","495,00","495,00","495,00","0,00","524","259.380","259.380"
"16.5.2017","495,00","495,00","495,00","495,00","0,00","30","14.850","14.850"
"02.7.2018","400,00","400,00","400,00","400,00","-19,19","390","156.000","156.000"
"02.9.2019","400,00","400,00","400,00","400,00","0,00","1","400","400"
"07.12.2020","480,00","480,00","480,00","480,00","20,30","100","48.000","48.000"
"18.6.2020","399,00","399,00","399,00","399,00","-0,25","140","55.860","55.860"
"13.5.2020","400,00","400,00","400,00","400,00","0,00","162","64.800","64.800"
